"SYMBOL ","COMPANY ","REGULATION ","NAME OF THE ACQUIRER/DISPOSER ","CATEGORY OF PERSON ","TYPE OF SECURITY (PRIOR) ","NO. OF SECURITY (PRIOR) ","% SHAREHOLDING (PRIOR) ","TYPE OF SECURITY (ACQUIRED/DISPLOSED) ","NO. OF SECURITIES (ACQUIRED/DISPLOSED) ","VALUE OF SECURITY (ACQUIRED/DISPLOSED) ","ACQUISITION/DISPOSAL TRANSACTION TYPE ","TYPE OF SECURITY (POST) ","NO. OF SECURITY (POST) ","% POST ","DATE OF ALLOTMENT/ACQUISITION FROM ","DATE OF ALLOTMENT/ACQUISITION TO ","DATE OF INITMATION TO COMPANY ","MODE OF ACQUISITION ","DERIVATIVE TYPE SECURITY ","DERIVATIVE CONTRACT SPECIFICATION ","NOTIONAL VALUE(BUY) ","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) ","NOTIONAL VALUE(SELL) ","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) ","EXCHANGE ","REMARK ","BROADCASTE DATE AND TIME ","XBRL "
"ADFFOODS","ADF Foods Limited","7(2)","Sumer B. Thakkar","Promoters","Equity Shares","9200","0.05",,"300","90028","Buy","Equity Shares","9500","0.05","14-Feb-2020","14-Feb-2020","17-Feb-2020","Market Purchase","-","-","0","0","0","0","BSE","-","17-Feb-2020 18:42","https://archives.nseindia.com/corporate/xbrl/IT_1065687_223619_17022020064202_WEB.xml"
"CIPLA","Cipla Limited","7(2)","Dinesh Ramniranjan Jain","Employees/Designated Employees","Equity Shares","24931","0",,"22469","0","Sell","Equity Shares","2462","0","12-Feb-2020","12-Feb-2020","14-Feb-2020","Gift","-","-","0","0","0","0","NA","-","17-Feb-2020 18:41","https://archives.nseindia.com/corporate/xbrl/IT_1065686_223617_17022020064111_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla  (Momi's Trust)","Promoter Group","Equity Shares","308218","1.32",,"500","309114","Sell","Equity Shares","307718","1.32","12-Feb-2020","12-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:37","https://archives.nseindia.com/corporate/xbrl/IT_1065683_223614_17022020063749_WEB.xml"
"IIFLSEC","IIFL Securities Limited","7(2)","Prabodh Agrawal","Other","Equity Shares","2731019","0.86",,"10552","614386","Sell","Equity Shares","2720467","0.85","14-Feb-2020","14-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","17-Feb-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1065681_223609_17022020063528_WEB.xml"
"IIFLSEC","IIFL Securities Limited","7(2)","Prabodh Agrawal","Other","Equity Shares","2720467","0.85",,"222954","12981184","Sell","Equity Shares","2497513","0.78","14-Feb-2020","14-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:35","https://archives.nseindia.com/corporate/xbrl/IT_1065681_223609_17022020063528_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Prashant Chakravorty","Other","Equity Shares","21900","0",,"2000","1502000","Sell","Equity Shares","19900","0","27-Jan-2020","11-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:34","https://archives.nseindia.com/corporate/xbrl/IT_1065680_223606_17022020063417_WEB.xml"
"MBAPL","Madhya Bharat Agro Products Limited","7(2)","OSTWAL PHOSCHEM (INDIA) LIMITED","Promoters","Equity Shares","9072742","41.41",,"4000","275000","Buy","Equity Shares","9076742","41.43","14-Feb-2020","14-Feb-2020","17-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:31","https://archives.nseindia.com/corporate/xbrl/IT_1065677_223601_17022020063123_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","DATAR HIMANI","Employees/Designated Employees","Equity Shares","30729","0",,"2500","6212500","Sell","Equity Shares","28229","0","13-Feb-2020","13-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:24","https://archives.nseindia.com/corporate/xbrl/IT_1065674_223596_17022020062448_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RAKHI GARG","Employees/Designated Employees","Equity Shares","4710","0",,"1000","2479000","Sell","Equity Shares","3710","0","13-Feb-2020","13-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:24","https://archives.nseindia.com/corporate/xbrl/IT_1065674_223596_17022020062448_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","DATAR HIMANI","Employees/Designated Employees","Equity Shares","33229","0",,"2500","6087500","Sell","Equity Shares","30729","0","11-Feb-2020","11-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:24","https://archives.nseindia.com/corporate/xbrl/IT_1065674_223596_17022020062448_WEB.xml"
"JUBLFOOD","Jubilant Foodworks Limited","7(2)","Naveen Kapoor","Employees/Designated Employees","Equity Shares","10970","0.01",,"4070","7407400","Pledge Revoke","Equity Shares","10970","0.01","12-Feb-2020","12-Feb-2020","14-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Feb-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1065672_223592_17022020061748_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Mohit Richhariya","Employees/Designated Employees","Equity Shares","52800","0",,"10000","1282200","Sell","Equity Shares","42800","0","12-Feb-2020","12-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1065670_223587_17022020061446_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Mohit Richhariya","Employees/Designated Employees","Equity Shares","42800","0",,"5000","632500","Sell","Equity Shares","37800","0","13-Feb-2020","13-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:14","https://archives.nseindia.com/corporate/xbrl/IT_1065670_223587_17022020061446_WEB.xml"
"IEX","Indian Energy Exchange Limited","7(2)","Rajesh Kumar Mediratta","Employees/Designated Employees","Equity Shares","342523","0.11",,"12000","2216520","Sell","Equity Shares","330523","0.11","11-Feb-2020","11-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:11","https://archives.nseindia.com/corporate/xbrl/IT_1065668_223583_17022020061144_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","BEENA LEJI KOSHY","Employees/Designated Employees","Equity Shares","13000","0.01",,"3255","1443527","Sell","Equity Shares","9745","0.01","11-Feb-2020","11-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:07","https://archives.nseindia.com/corporate/xbrl/IT_1065666_223579_17022020060756_WEB.xml"
"BAJAJELEC","Bajaj Electricals Limited","7(2)","BEENA LEJI KOSHY","Employees/Designated Employees","Equity Shares","9745","0.01",,"4000","1676000","Sell","Equity Shares","5745","0.01","14-Feb-2020","14-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 18:07","https://archives.nseindia.com/corporate/xbrl/IT_1065666_223579_17022020060756_WEB.xml"
"MOTILALOFS","Motilal Oswal Financial Services Limited","7(2)","Mr. Rishi Bobra","Employees/Designated Employees","Equity Shares","7816","0.01",,"4816","3727131","Sell","Equity Shares","3000","0","13-Feb-2020","13-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1065664_223568_17022020055728_WEB.xml"
"MOTILALOFS","Motilal Oswal Financial Services Limited","7(2)","Mr. Arun Chaudhry","Employees/Designated Employees","Equity Shares","5874","0",,"3000","2313000","Sell","Equity Shares","2874","0","13-Feb-2020","13-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1065664_223568_17022020055728_WEB.xml"
"MOTILALOFS","Motilal Oswal Financial Services Limited","7(2)","Mr. Girish Nadkarni","Employees/Designated Employees","Equity Shares","37075","0.03",,"7075","5459597","Sell","Equity Shares","30000","0.02","13-Feb-2020","13-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:57","https://archives.nseindia.com/corporate/xbrl/IT_1065664_223568_17022020055728_WEB.xml"
"INDIGO","InterGlobe Aviation Limited","7(2)","SHALINI SINGH","Employees/Designated Employees","Equity Shares","10672","0",,"2500","3601500","Sell","Equity Shares","8172","0","12-Feb-2020","12-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","17-Feb-2020 17:51","https://archives.nseindia.com/corporate/xbrl/IT_1065663_223561_17022020055106_WEB.xml"
"INDIGO","InterGlobe Aviation Limited","7(2)","Ashim Kumar Mittra","Employees/Designated Employees","Equity Shares","71849","0.02",,"17000","24344000","Sell","Equity Shares","54849","0.01","12-Feb-2020","12-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","17-Feb-2020 17:51","https://archives.nseindia.com/corporate/xbrl/IT_1065663_223561_17022020055106_WEB.xml"
"SILVERTUC","Silver Touch Technologies Limited","7(2)","VIPUL HARIDAS THAKKAR","Promoters","Equity Shares","2631510","20.75",,"1000","115000","Buy","Equity Shares","2632510","20.76","17-Feb-2020","17-Feb-2020","17-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065662_223557_17022020054858_WEB.xml"
"ADANIPOWER","Adani Power Limited","7(2)","Mahadevia Malay Rameshchandra HUF","Other","Equity Shares","146000","0",,"146000","8775272","Sell","Equity Shares","Nil","0","12-Feb-2020","12-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1065658_223554_17022020054006_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits trust","Other","Equity Shares","18606982","0.43",,"15430","12019970","Sell","Equity Shares","18591552","0.43","12-Feb-2020","12-Feb-2020","13-Feb-2020","Off Market","-","-","0","0","0","0","NA","-","17-Feb-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1065657_223550_17022020053253_WEB.xml"
"INFY","Infosys Limited","7(2)","TARANG SURESH PURANIK","Employees/Designated Employees","Equity Shares","12314","0",,"1487","1173243","Buy","Equity Shares","13801","0","13-Feb-2020","13-Feb-2020","17-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","17-Feb-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1065657_223550_17022020053253_WEB.xml"
"INFY","Infosys Limited","7(2)","KRISHNAMURTHY SHANKAR","Employees/Designated Employees","Equity Shares","27574","0",,"6100","4812900","Buy","Equity Shares","33674","0","13-Feb-2020","13-Feb-2020","17-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","17-Feb-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1065657_223550_17022020053253_WEB.xml"
"INFY","Infosys Limited","7(2)","SHAJI MATHEW","Employees/Designated Employees","Equity Shares","406274","0",,"1975","1558275","Buy","Equity Shares","408249","0","13-Feb-2020","13-Feb-2020","17-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","17-Feb-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1065657_223550_17022020053253_WEB.xml"
"GODREJAGRO","Godrej Agrovet Limited","7(2)","Mohan Kumbhar","Employees/Designated Employees","Equity Shares","12060","0.01",,"106","58236","Sell","Equity Shares","11954","0.01","10-Feb-2020","10-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1065656_223548_17022020053206_WEB.xml"
"GODREJAGRO","Godrej Agrovet Limited","7(2)","Godrej Industries Limited","Promoters","Equity Shares","111990270","58.32",,"1610000","868978970","Buy","Equity Shares","113600270","59.15","14-Feb-2020","14-Feb-2020","14-Feb-2020","Market Purchase","-","-","0","0","0","0","BSE","-","17-Feb-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1065656_223548_17022020053206_WEB.xml"
"GODREJAGRO","Godrej Agrovet Limited","7(2)","Mohan Kumbhar","Employees/Designated Employees","Equity Shares","11954","0.01",,"1964","1084099","Sell","Equity Shares","9990","0.01","11-Feb-2020","11-Feb-2020","13-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1065656_223548_17022020053206_WEB.xml"
"HINDUNILVR","Hindustan Unilever Limited","7(2)","Yashmi Yadav","Employees/Designated Employees","Equity Shares","1319","0",,"1238","2789202","Sell","Equity Shares","81","0","17-Feb-2020","17-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 17:22","https://archives.nseindia.com/corporate/xbrl/IT_1065653_223542_17022020052241_WEB.xml"
"IIFL","IIFL Finance Limited","7(2)","Prabodh Agrawal","Other","Equity Shares","1081019","0.34",,"381019","79200000","Sell","Equity Shares","700000","0.22","14-Feb-2020","14-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1065650_223522_17022020043546_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","DEEPAK SHARMA","Employees/Designated Employees","Equity Shares","11100","0",,"1313","2254578","Sell","Equity Shares","9787","0","12-Feb-2020","12-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 16:16","https://archives.nseindia.com/corporate/xbrl/IT_1065649_223516_17022020041613_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Jay Kapadia","Employees/Designated Employees","Equity Shares","21542","0",,"2270","3043251","Buy","Equity Shares","23812","0","07-Feb-2020","07-Feb-2020","17-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","17-Feb-2020 16:16","https://archives.nseindia.com/corporate/xbrl/IT_1065649_223516_17022020041613_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Ambuj Chandna","Employees/Designated Employees","Equity Shares","106191","0.01",,"2000","3424572","Sell","Equity Shares","104191","0.01","12-Feb-2020","12-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 16:16","https://archives.nseindia.com/corporate/xbrl/IT_1065649_223516_17022020041613_WEB.xml"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","7(2)","Ranjith Srinivasan","Employees/Designated Employees","Equity Shares","16833","0",,"500","244000","Sell","Equity Shares","16333","0","07-Feb-2020","07-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1065646_223508_17022020040922_WEB.xml"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","7(2)","Ranjith Srinivasan","Employees/Designated Employees","Equity Shares","16333","0",,"15183","7409304","Pledge Revoke","Equity Shares","16333","0","13-Feb-2020","13-Feb-2020","14-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Feb-2020 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1065646_223508_17022020040922_WEB.xml"
"PERSISTENT","Persistent Systems Limited","7(2)","Rama Purushottam Foundation","Promoter Group","Equity Shares","346570","0.45",,"4577","3209597","Sell","Equity Shares","341993","0.45","13-Feb-2020","13-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 16:00","https://archives.nseindia.com/corporate/xbrl/IT_1065643_223506_17022020040017_WEB.xml"
"PERSISTENT","Persistent Systems Limited","7(2)","Rama Purushottam Foundation","Promoter Group","Equity Shares","341516","0.45",,"19058","13370567","Sell","Equity Shares","322458","0.42","14-Feb-2020","14-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 16:00","https://archives.nseindia.com/corporate/xbrl/IT_1065643_223506_17022020040017_WEB.xml"
"PERSISTENT","Persistent Systems Limited","7(2)","Rama Purushottam Foundation","Promoter Group","Equity Shares","322458","0.42",,"203","142412","Sell","Equity Shares","322255","0.42","14-Feb-2020","14-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","17-Feb-2020 16:00","https://archives.nseindia.com/corporate/xbrl/IT_1065643_223506_17022020040017_WEB.xml"
"PERSISTENT","Persistent Systems Limited","7(2)","Rama Purushottam Foundation","Promoter Group","Equity Shares","341993","0.45",,"477","334591","Sell","Equity Shares","341516","0.45","13-Feb-2020","13-Feb-2020","14-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","17-Feb-2020 16:00","https://archives.nseindia.com/corporate/xbrl/IT_1065643_223506_17022020040017_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Gautam S. Adani & Rajesh S Adani (On behalf of S. B. Adani Family Trust)","Promoter Group","Equity Shares","799353935","39.34",,"55000","20200000","Pledge Revoke","Equity Shares","799353935","39.34","14-Feb-2020","14-Feb-2020","17-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Feb-2020 15:28","https://archives.nseindia.com/corporate/xbrl/IT_1065640_223502_17022020032801_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","187637898","18.4",,"1000000","190500000","Pledge Revoke","Equity Shares","187637898","18.4","17-Feb-2020","17-Feb-2020","17-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Feb-2020 15:01","https://archives.nseindia.com/corporate/xbrl/IT_1065637_223491_17022020030129_WEB.xml"
"RUCHI","Ruchi Soya Industries Limited","7(3)","SBICAP Trustee Company Limited","-","Equity Shares","Nil","0",,"150000000","300000000","Buy","Equity Shares","150000000","50.7","13-Feb-2020","13-Feb-2020","14-Feb-2020","Pledge Creation","-","-","0","0","0","0","NA","-","17-Feb-2020 14:50","https://archives.nseindia.com/corporate/xbrl/IT_1065636_223487_17022020025058_WEB.xml"
"PVR","PVR Limited","7(2)","Gautam Dutta","Employees/Designated Employees","Equity Shares","63736","0.12",,"8000","16688000","Sell","Equity Shares","55736","0.11","14-Feb-2020","14-Feb-2020","17-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","17-Feb-2020 13:41","https://archives.nseindia.com/corporate/xbrl/IT_1065632_223477_17022020014117_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","Diwakar Viniyog Private Limited","Promoter Group","Equity Shares","49533849","10.91",,"325000","89635000","Pledge","Equity Shares","49533849","10.91","14-Feb-2020","14-Feb-2020","15-Feb-2020","Pledge Creation","-","-","0","0","0","0","NA","-","17-Feb-2020 13:18","https://archives.nseindia.com/corporate/xbrl/IT_1065630_223474_17022020011802_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Prabhakar Viniyog Private Limited","Promoter Group","Equity Shares","20491492","4.51",,"180000","49644000","Pledge","Equity Shares","20491492","4.51","14-Feb-2020","14-Feb-2020","15-Feb-2020","Pledge Creation","-","-","0","0","0","0","NA","-","17-Feb-2020 13:18","https://archives.nseindia.com/corporate/xbrl/IT_1065630_223474_17022020011802_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Suntrack Commerce Private Limited","Promoter Group","Equity Shares","49134107","10.82",,"6381000","1759879800","Pledge Revoke","Equity Shares","49134107","10.82","14-Feb-2020","14-Feb-2020","15-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Feb-2020 13:18","https://archives.nseindia.com/corporate/xbrl/IT_1065630_223474_17022020011802_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","Diwakar Viniyog Private Limited","Promoter Group","Equity Shares","49533849","10.91",,"180000","51453000","Pledge","Equity Shares","49533849","10.91","13-Feb-2020","13-Feb-2020","15-Feb-2020","Pledge Creation","-","-","0","0","0","0","NA","-","17-Feb-2020 13:18","https://archives.nseindia.com/corporate/xbrl/IT_1065630_223474_17022020011802_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","Diwakar Viniyog Private Limited","Promoter Group","Equity Shares","49533849","10.91",,"6906000","1904674800","Pledge Revoke","Equity Shares","49533849","10.91","14-Feb-2020","14-Feb-2020","15-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Feb-2020 13:18","https://archives.nseindia.com/corporate/xbrl/IT_1065630_223474_17022020011802_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","TMT VINIYOGAN LIMITED","Promoter Group","Equity Shares","3033160","0.66",,"300000","82740000","Pledge Revoke","Equity Shares","3033160","0.66","14-Feb-2020","14-Feb-2020","15-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Feb-2020 13:18","https://archives.nseindia.com/corporate/xbrl/IT_1065630_223474_17022020011802_WEB.xml"
